AML,24.5
Alcochete,25.4
Almada,25.5
Amadora,23.6
Barreiro,24.6
Cascais,23.7
Lisboa,26.0
Loures,24.3
Mafra,20.9
Moita,20.6
Montijo,21.2
Odivelas,25.1
Oeiras,25.9
Palmela,21.8
Seixal,27.4
Sesimbra,24.0
Set�bal,20.6
Sintra,25.5
Vila Franca de Xira,23.5
